geoid,year,measure,value,moe,Unnamed: 0,measure_type,measure_units,region_name,region_type
516105001001,2021,perc_income_min_price_25,0.200015008629962,,60,percent,,"Block Group 1, Census Tract 5001, Falls Church city, Virginia",block group
510594158001,2021,perc_income_min_price_25,0.21769612795122,,61,percent,,"Block Group 1, Census Tract 4158, Fairfax County, Virginia",block group
510411009102,2021,perc_income_min_price_25,0.484451982876989,,62,percent,,"Block Group 2, Census Tract 1009.10, Chesterfield County, Virginia",block group
510594917023,2021,perc_income_min_price_25,0.277968301047363,,63,percent,,"Block Group 3, Census Tract 4917.02, Fairfax County, Virginia",block group
510479303003,2021,perc_income_min_price_25,1.18440019746585,,64,percent,,"Block Group 3, Census Tract 9303, Culpeper County, Virginia",block group
517402132001,2021,perc_income_min_price_25,0.567133131618759,,65,percent,,"Block Group 1, Census Tract 2132, Portsmouth city, Virginia",block group
510594811042,2021,perc_income_min_price_25,0.390821324240088,,66,percent,,"Block Group 2, Census Tract 4811.04, Fairfax County, Virginia",block group
517000304002,2021,perc_income_min_price_25,1.28299465240642,,67,percent,,"Block Group 2, Census Tract 304, Newport News city, Virginia",block group
517600411003,2021,perc_income_min_price_25,0.525794433486741,,68,percent,,"Block Group 3, Census Tract 411, Richmond city, Virginia",block group
510330302021,2021,perc_income_min_price_25,1.16451518975056,,69,percent,,"Block Group 1, Census Tract 302.02, Caroline County, Virginia",block group
510131024001,2021,perc_income_min_price_25,0.537511388586023,,70,percent,,"Block Group 1, Census Tract 1024, Arlington County, Virginia",block group
517000322231,2021,perc_income_min_price_25,0.557339982345016,,71,percent,,"Block Group 1, Census Tract 322.23, Newport News city, Virginia",block group
518400001005,2021,perc_income_min_price_25,0.872140364482357,,72,percent,,"Block Group 5, Census Tract 1, Winchester city, Virginia",block group
510594506014,2021,perc_income_min_price_25,0.245722323123353,,73,percent,,"Block Group 4, Census Tract 4506.01, Fairfax County, Virginia",block group
510411005055,2021,perc_income_min_price_25,0.309750051642223,,74,percent,,"Block Group 5, Census Tract 1005.05, Chesterfield County, Virginia",block group
516839102021,2021,perc_income_min_price_25,0.517568577836563,,75,percent,,"Block Group 1, Census Tract 9102.02, Manassas city, Virginia",block group
510594327022,2021,perc_income_min_price_25,0.337509847319653,,76,percent,,"Block Group 2, Census Tract 4327.02, Fairfax County, Virginia",block group
510594915011,2021,perc_income_min_price_25,0.324438354188453,,77,percent,,"Block Group 1, Census Tract 4915.01, Fairfax County, Virginia",block group
511539019001,2021,perc_income_min_price_25,0.699054019929683,,78,percent,,"Block Group 1, Census Tract 9019, Prince William County, Virginia",block group
510594825022,2021,perc_income_min_price_25,0.210075302083941,,79,percent,,"Block Group 2, Census Tract 4825.02, Fairfax County, Virginia",block group
510594825015,2021,perc_income_min_price_25,0.306127136161417,,80,percent,,"Block Group 5, Census Tract 4825.01, Fairfax County, Virginia",block group
510131010004,2021,perc_income_min_price_25,0.181798893687959,,81,percent,,"Block Group 4, Census Tract 1010, Arlington County, Virginia",block group
510010901002,2021,perc_income_min_price_25,1.0533848450259,,82,percent,,"Block Group 2, Census Tract 901, Accomack County, Virginia",block group
510872003051,2021,perc_income_min_price_25,0.425264401772526,,83,percent,,"Block Group 1, Census Tract 2003.05, Henrico County, Virginia",block group
518100460152,2021,perc_income_min_price_25,0.375641935618555,,84,percent,,"Block Group 2, Census Tract 460.15, Virginia Beach city, Virginia",block group
515900003001,2021,perc_income_min_price_25,0.826151833061683,,85,percent,,"Block Group 1, Census Tract 3, Danville city, Virginia",block group
511730301001,2021,perc_income_min_price_25,1.06692160611855,,86,percent,,"Block Group 1, Census Tract 301, Smyth County, Virginia",block group
517402124001,2021,perc_income_min_price_25,0.816980703745743,,87,percent,,"Block Group 1, Census Tract 2124, Portsmouth city, Virginia",block group
516500104005,2021,perc_income_min_price_25,1.45995943204868,,88,percent,,"Block Group 5, Census Tract 104, Hampton city, Virginia",block group
517600706012,2021,perc_income_min_price_25,0.937724738131221,,89,percent,,"Block Group 2, Census Tract 706.01, Richmond city, Virginia",block group
510872009032,2021,perc_income_min_price_25,0.563183674746874,,90,percent,,"Block Group 2, Census Tract 2009.03, Henrico County, Virginia",block group
517100065021,2021,perc_income_min_price_25,0.215781268737259,,91,percent,,"Block Group 1, Census Tract 65.02, Norfolk city, Virginia",block group
511838702012,2021,perc_income_min_price_25,1.03973653421155,,92,percent,,"Block Group 2, Census Tract 8702.01, Sussex County, Virginia",block group
510131036022,2021,perc_income_min_price_25,0.432938345864662,,93,percent,,"Block Group 2, Census Tract 1036.02, Arlington County, Virginia",block group
517600408001,2021,perc_income_min_price_25,0.574594456507855,,94,percent,,"Block Group 1, Census Tract 408, Richmond city, Virginia",block group
518100430041,2021,perc_income_min_price_25,0.468337627859764,,95,percent,,"Block Group 1, Census Tract 430.04, Virginia Beach city, Virginia",block group
510594405012,2021,perc_income_min_price_25,0.241001292465529,,96,percent,,"Block Group 2, Census Tract 4405.01, Fairfax County, Virginia",block group
515102007033,2021,perc_income_min_price_25,1.17912257134432,,97,percent,,"Block Group 3, Census Tract 2007.03, Alexandria city, Virginia",block group
510872005031,2021,perc_income_min_price_25,0.457391238037137,,98,percent,,"Block Group 1, Census Tract 2005.03, Henrico County, Virginia",block group
517600414002,2021,perc_income_min_price_25,0.682534564833956,,99,percent,,"Block Group 2, Census Tract 414, Richmond city, Virginia",block group
517600605002,2021,perc_income_min_price_25,0.457443563148261,,100,percent,,"Block Group 2, Census Tract 605, Richmond city, Virginia",block group
517000306002,2021,perc_income_min_price_25,1.54005477576173,,101,percent,,"Block Group 2, Census Tract 306, Newport News city, Virginia",block group
517402131032,2021,perc_income_min_price_25,0.386685004512829,,102,percent,,"Block Group 2, Census Tract 2131.03, Portsmouth city, Virginia",block group
517700029003,2021,perc_income_min_price_25,0.277402645453705,,103,percent,,"Block Group 3, Census Tract 29, Roanoke city, Virginia",block group
510411008123,2021,perc_income_min_price_25,0.505094736842105,,104,percent,,"Block Group 3, Census Tract 1008.12, Chesterfield County, Virginia",block group
517000321231,2021,perc_income_min_price_25,1.33908837209302,,105,percent,,"Block Group 1, Census Tract 321.23, Newport News city, Virginia",block group
515500214041,2021,perc_income_min_price_25,0.786536990492842,,106,percent,,"Block Group 1, Census Tract 214.04, Chesapeake city, Virginia",block group
518100454061,2021,perc_income_min_price_25,0.794368807784814,,107,percent,,"Block Group 1, Census Tract 454.06, Virginia Beach city, Virginia",block group
510131028011,2021,perc_income_min_price_25,0.448370377753414,,108,percent,,"Block Group 1, Census Tract 1028.01, Arlington County, Virginia",block group
511539010052,2021,perc_income_min_price_25,0.189161629434954,,109,percent,,"Block Group 2, Census Tract 9010.05, Prince William County, Virginia",block group
517100036001,2021,perc_income_min_price_25,0.479175543246698,,110,percent,,"Block Group 1, Census Tract 36, Norfolk city, Virginia",block group
510594808022,2021,perc_income_min_price_25,0.214055018587361,,111,percent,,"Block Group 2, Census Tract 4808.02, Fairfax County, Virginia",block group
517900002001,2021,perc_income_min_price_25,0.895691779287688,,112,percent,,"Block Group 1, Census Tract 2, Staunton city, Virginia",block group
510594320002,2021,perc_income_min_price_25,0.331469729485774,,113,percent,,"Block Group 2, Census Tract 4320, Fairfax County, Virginia",block group
518100462071,2021,perc_income_min_price_25,0.439349545854087,,114,percent,,"Block Group 1, Census Tract 462.07, Virginia Beach city, Virginia",block group
517402127022,2021,perc_income_min_price_25,0.761714285714286,,115,percent,,"Block Group 2, Census Tract 2127.02, Portsmouth city, Virginia",block group
517000321324,2021,perc_income_min_price_25,0.923503297492879,,116,percent,,"Block Group 4, Census Tract 321.32, Newport News city, Virginia",block group
510594205031,2021,perc_income_min_price_25,0.369107692307692,,117,percent,,"Block Group 1, Census Tract 4205.03, Fairfax County, Virginia",block group
511539012303,2021,perc_income_min_price_25,0.283481685703033,,118,percent,,"Block Group 3, Census Tract 9012.30, Prince William County, Virginia",block group
517600711004,2021,perc_income_min_price_25,0.642941365634044,,119,percent,,"Block Group 4, Census Tract 711, Richmond city, Virginia",block group
516859201002,2021,perc_income_min_price_25,0.47984,,120,percent,,"Block Group 2, Census Tract 9201, Manassas Park city, Virginia",block group
510131031001,2021,perc_income_min_price_25,0.411465419663172,,121,percent,,"Block Group 1, Census Tract 1031, Arlington County, Virginia",block group
518100462252,2021,perc_income_min_price_25,0.454451319611062,,122,percent,,"Block Group 2, Census Tract 462.25, Virginia Beach city, Virginia",block group
517000308001,2021,perc_income_min_price_25,2.06175880836437,,123,percent,,"Block Group 1, Census Tract 308, Newport News city, Virginia",block group
517600109003,2021,perc_income_min_price_25,1.21865158646846,,124,percent,,"Block Group 3, Census Tract 109, Richmond city, Virginia",block group
517700024001,2021,perc_income_min_price_25,0.92362180474284,,125,percent,,"Block Group 1, Census Tract 24, Roanoke city, Virginia",block group
510872001091,2021,perc_income_min_price_25,0.25604029710578,,126,percent,,"Block Group 1, Census Tract 2001.09, Henrico County, Virginia",block group
518100448073,2021,perc_income_min_price_25,0.721534976041061,,127,percent,,"Block Group 3, Census Tract 448.07, Virginia Beach city, Virginia",block group
516300003011,2021,perc_income_min_price_25,0.877756097560976,,128,percent,,"Block Group 1, Census Tract 3.01, Fredericksburg city, Virginia",block group
511076110043,2021,perc_income_min_price_25,0.258638532743058,,129,percent,,"Block Group 3, Census Tract 6110.04, Loudoun County, Virginia",block group
511210203006,2021,perc_income_min_price_25,3.66796606282963,,130,percent,,"Block Group 6, Census Tract 203, Montgomery County, Virginia",block group
511790102142,2021,perc_income_min_price_25,0.405498591549296,,131,percent,,"Block Group 2, Census Tract 102.14, Stafford County, Virginia",block group
517209601003,2021,perc_income_min_price_25,1.35211267605634,,132,percent,,"Block Group 3, Census Tract 9601, Norton city, Virginia",block group
518000651002,2021,perc_income_min_price_25,1.85292527862861,,133,percent,,"Block Group 2, Census Tract 651, Suffolk city, Virginia",block group
511076114001,2021,perc_income_min_price_25,0.719069693094629,,134,percent,,"Block Group 1, Census Tract 6114, Loudoun County, Virginia",block group
517100051001,2021,perc_income_min_price_25,0.790441257220672,,135,percent,,"Block Group 1, Census Tract 51, Norfolk city, Virginia",block group
515400005012,2021,perc_income_min_price_25,0.520659722222222,,136,percent,,"Block Group 2, Census Tract 5.01, Charlottesville city, Virginia",block group
510872003032,2021,perc_income_min_price_25,0.730024139399963,,137,percent,,"Block Group 2, Census Tract 2003.03, Henrico County, Virginia",block group
510990401003,2021,perc_income_min_price_25,0.615179487179487,,138,percent,,"Block Group 3, Census Tract 401, King George County, Virginia",block group
515102020013,2021,perc_income_min_price_25,0.170862908011869,,139,percent,,"Block Group 3, Census Tract 2020.01, Alexandria city, Virginia",block group
511210206003,2021,perc_income_min_price_25,0.882577987051207,,140,percent,,"Block Group 3, Census Tract 206, Montgomery County, Virginia",block group
517100035014,2021,perc_income_min_price_25,1.33908837209302,,141,percent,,"Block Group 4, Census Tract 35.01, Norfolk city, Virginia",block group
510594917012,2021,perc_income_min_price_25,0.331405628407249,,142,percent,,"Block Group 2, Census Tract 4917.01, Fairfax County, Virginia",block group
518400003013,2021,perc_income_min_price_25,1.34713125491223,,143,percent,,"Block Group 3, Census Tract 3.01, Winchester city, Virginia",block group
510872003023,2021,perc_income_min_price_25,0.557564489890774,,144,percent,,"Block Group 3, Census Tract 2003.02, Henrico County, Virginia",block group
517100060003,2021,perc_income_min_price_25,0.688936960392059,,145,percent,,"Block Group 3, Census Tract 60, Norfolk city, Virginia",block group
510594528013,2021,perc_income_min_price_25,0.557296828543112,,146,percent,,"Block Group 3, Census Tract 4528.01, Fairfax County, Virginia",block group
515102018011,2021,perc_income_min_price_25,0.362763973590041,,147,percent,,"Block Group 1, Census Tract 2018.01, Alexandria city, Virginia",block group
511539015033,2021,perc_income_min_price_25,0.186195228708461,,148,percent,,"Block Group 3, Census Tract 9015.03, Prince William County, Virginia",block group
511539011005,2021,perc_income_min_price_25,0.713509655418534,,149,percent,,"Block Group 5, Census Tract 9011, Prince William County, Virginia",block group
517700012002,2021,perc_income_min_price_25,2.13735970069482,,150,percent,,"Block Group 2, Census Tract 12, Roanoke city, Virginia",block group
510872007003,2021,perc_income_min_price_25,0.371938237665103,,151,percent,,"Block Group 3, Census Tract 2007, Henrico County, Virginia",block group
510411009152,2021,perc_income_min_price_25,0.639366105850374,,152,percent,,"Block Group 2, Census Tract 1009.15, Chesterfield County, Virginia",block group
515500209062,2021,perc_income_min_price_25,0.70220487804878,,153,percent,,"Block Group 2, Census Tract 209.06, Chesapeake city, Virginia",block group
518100460092,2021,perc_income_min_price_25,0.644080536912752,,154,percent,,"Block Group 2, Census Tract 460.09, Virginia Beach city, Virginia",block group
510594308022,2021,perc_income_min_price_25,0.390549882253356,,155,percent,,"Block Group 2, Census Tract 4308.02, Fairfax County, Virginia",block group
510594323003,2021,perc_income_min_price_25,0.195705017700896,,156,percent,,"Block Group 3, Census Tract 4323, Fairfax County, Virginia",block group
510131006003,2021,perc_income_min_price_25,0.312452790873336,,157,percent,,"Block Group 3, Census Tract 1006, Arlington County, Virginia",block group
510853213001,2021,perc_income_min_price_25,0.372720211278546,,158,percent,,"Block Group 1, Census Tract 3213, Hanover County, Virginia",block group
510594707001,2021,perc_income_min_price_25,0.205214178185302,,159,percent,,"Block Group 1, Census Tract 4707, Fairfax County, Virginia",block group
517402131011,2021,perc_income_min_price_25,0.819772209567198,,160,percent,,"Block Group 1, Census Tract 2131.01, Portsmouth city, Virginia",block group
517700001002,2021,perc_income_min_price_25,1.26731697010248,,161,percent,,"Block Group 2, Census Tract 1, Roanoke city, Virginia",block group
517000313001,2021,perc_income_min_price_25,0.985216819973719,,162,percent,,"Block Group 1, Census Tract 313, Newport News city, Virginia",block group
517308110003,2021,perc_income_min_price_25,0.512547355228302,,163,percent,,"Block Group 3, Census Tract 8110, Petersburg city, Virginia",block group
510131025001,2021,perc_income_min_price_25,0.276000644216242,,164,percent,,"Block Group 1, Census Tract 1025, Arlington County, Virginia",block group
510872004112,2021,perc_income_min_price_25,0.630549812524091,,165,percent,,"Block Group 2, Census Tract 2004.11, Henrico County, Virginia",block group
516800008022,2021,perc_income_min_price_25,0.853949647628313,,166,percent,,"Block Group 2, Census Tract 8.02, Lynchburg city, Virginia",block group
510594319002,2021,perc_income_min_price_25,0.217237507696394,,167,percent,,"Block Group 2, Census Tract 4319, Fairfax County, Virginia",block group
510594507011,2021,perc_income_min_price_25,0.241125628140703,,168,percent,,"Block Group 1, Census Tract 4507.01, Fairfax County, Virginia",block group
515500209051,2021,perc_income_min_price_25,0.666851965089777,,169,percent,,"Block Group 1, Census Tract 209.05, Chesapeake city, Virginia",block group
517402123002,2021,perc_income_min_price_25,0.808319482503032,,170,percent,,"Block Group 2, Census Tract 2123, Portsmouth city, Virginia",block group
510411009104,2021,perc_income_min_price_25,0.665421666697483,,171,percent,,"Block Group 4, Census Tract 1009.10, Chesterfield County, Virginia",block group
517700018002,2021,perc_income_min_price_25,0.699108339646832,,172,percent,,"Block Group 2, Census Tract 18, Roanoke city, Virginia",block group
517000313004,2021,perc_income_min_price_25,1.00727720555307,,173,percent,,"Block Group 4, Census Tract 313, Newport News city, Virginia",block group
510594522004,2021,perc_income_min_price_25,0.232986326911125,,174,percent,,"Block Group 4, Census Tract 4522, Fairfax County, Virginia",block group
518100440035,2021,perc_income_min_price_25,0.402446797803697,,175,percent,,"Block Group 5, Census Tract 440.03, Virginia Beach city, Virginia",block group
517000321262,2021,perc_income_min_price_25,0.816739668202347,,176,percent,,"Block Group 2, Census Tract 321.26, Newport News city, Virginia",block group
510853208051,2021,perc_income_min_price_25,0.312816723890651,,177,percent,,"Block Group 1, Census Tract 3208.05, Hanover County, Virginia",block group
511210205002,2021,perc_income_min_price_25,0.755161994292429,,178,percent,,"Block Group 2, Census Tract 205, Montgomery County, Virginia",block group
510594211012,2021,perc_income_min_price_25,0.284272139150217,,179,percent,,"Block Group 2, Census Tract 4211.01, Fairfax County, Virginia",block group
516500104002,2021,perc_income_min_price_25,0.671605859848838,,180,percent,,"Block Group 2, Census Tract 104, Hampton city, Virginia",block group
511770201081,2021,perc_income_min_price_25,0.317687873518066,,181,percent,,"Block Group 1, Census Tract 201.08, Spotsylvania County, Virginia",block group
510690511011,2021,perc_income_min_price_25,0.369482859518896,,182,percent,,"Block Group 1, Census Tract 511.01, Frederick County, Virginia",block group
511539015053,2021,perc_income_min_price_25,0.208842799194527,,183,percent,,"Block Group 3, Census Tract 9015.05, Prince William County, Virginia",block group
511539014131,2021,perc_income_min_price_25,0.272162141722756,,184,percent,,"Block Group 1, Census Tract 9014.13, Prince William County, Virginia",block group
510030108004,2021,perc_income_min_price_25,0.856612396458155,,185,percent,,"Block Group 4, Census Tract 108, Albemarle County, Virginia",block group
511210203005,2021,perc_income_min_price_25,0.35988,,186,percent,,"Block Group 5, Census Tract 203, Montgomery County, Virginia",block group
517100060002,2021,perc_income_min_price_25,0.62048275862069,,187,percent,,"Block Group 2, Census Tract 60, Norfolk city, Virginia",block group
510594918021,2021,perc_income_min_price_25,0.335161816065192,,188,percent,,"Block Group 1, Census Tract 4918.02, Fairfax County, Virginia",block group
515500214033,2021,perc_income_min_price_25,0.82136254707292,,189,percent,,"Block Group 3, Census Tract 214.03, Chesapeake city, Virginia",block group
517100066064,2021,perc_income_min_price_25,0.537800558901325,,190,percent,,"Block Group 4, Census Tract 66.06, Norfolk city, Virginia",block group
517000316023,2021,perc_income_min_price_25,0.988274062886173,,191,percent,,"Block Group 3, Census Tract 316.02, Newport News city, Virginia",block group
510411002051,2021,perc_income_min_price_25,0.915026697177727,,192,percent,,"Block Group 1, Census Tract 1002.05, Chesterfield County, Virginia",block group
518100460153,2021,perc_income_min_price_25,0.492986301369863,,193,percent,,"Block Group 3, Census Tract 460.15, Virginia Beach city, Virginia",block group
510594510001,2021,perc_income_min_price_25,0.263166361974406,,194,percent,,"Block Group 1, Census Tract 4510, Fairfax County, Virginia",block group
510594607012,2021,perc_income_min_price_25,0.373253679330408,,195,percent,,"Block Group 2, Census Tract 4607.01, Fairfax County, Virginia",block group
515102015003,2021,perc_income_min_price_25,0.23015086303376,,196,percent,,"Block Group 3, Census Tract 2015, Alexandria city, Virginia",block group
517750101003,2021,perc_income_min_price_25,0.473557470886242,,197,percent,,"Block Group 3, Census Tract 101, Salem city, Virginia",block group
510872002024,2021,perc_income_min_price_25,0.349208197484863,,198,percent,,"Block Group 4, Census Tract 2002.02, Henrico County, Virginia",block group
511752002001,2021,perc_income_min_price_25,1.62533446232007,,199,percent,,"Block Group 1, Census Tract 2002, Southampton County, Virginia",block group
515102004062,2021,perc_income_min_price_25,0.625269302939746,,200,percent,,"Block Group 2, Census Tract 2004.06, Alexandria city, Virginia",block group
510594501002,2021,perc_income_min_price_25,0.399866666666667,,201,percent,,"Block Group 2, Census Tract 4501, Fairfax County, Virginia",block group
510872004111,2021,perc_income_min_price_25,0.823618262959149,,202,percent,,"Block Group 1, Census Tract 2004.11, Henrico County, Virginia",block group
518100462171,2021,perc_income_min_price_25,0.357151363582232,,203,percent,,"Block Group 1, Census Tract 462.17, Virginia Beach city, Virginia",block group
511770201071,2021,perc_income_min_price_25,0.31280856685905,,204,percent,,"Block Group 1, Census Tract 201.07, Spotsylvania County, Virginia",block group
511770202021,2021,perc_income_min_price_25,1.02366594606895,,205,percent,,"Block Group 1, Census Tract 202.02, Spotsylvania County, Virginia",block group
511210209001,2021,perc_income_min_price_25,0.479993597951344,,206,percent,,"Block Group 1, Census Tract 209, Montgomery County, Virginia",block group
510619303024,2021,perc_income_min_price_25,0.512496261802025,,207,percent,,"Block Group 4, Census Tract 9303.02, Fauquier County, Virginia",block group
510594524004,2021,perc_income_min_price_25,0.613972532628167,,208,percent,,"Block Group 4, Census Tract 4524, Fairfax County, Virginia",block group
